x_mean,y_mean,z_mean,mag_mean,x_std,y_std,z_std,mag_std,x_mad,y_mad,z_mad,mag_mad,name
5.2005561587999996,-8.090992517099998,-0.1774475632192,11.928017803493034,5.73334939505955,5.397368743401937,4.027406179163696,5.318549113990181,4.226740665286402,3.9054380524376002,2.502136878035046,3.8844030428881053,climbing
3.3622023967575982,-9.473107850800004,0.5043732921928001,10.803490365020572,3.461868504117996,3.3462978614384817,2.7130508909723683,3.8812547864532925,2.489457658619859,2.433577274166401,2.0260587817370292,2.80816910684168,climbing
3.9581473852440006,-9.441849607200009,0.24840465718040014,10.872512539233172,3.618125661047096,3.437268235853903,2.447784195056547,4.184420233692876,2.560808306532608,2.3893367302400006,1.7851032873158486,2.923912814550902,climbing
3.876458065200002,-9.493899420799998,0.3396430651679999,10.705184036921663,2.9530920666142806,3.18030057668452,1.9788090742834976,3.6590637252205624,2.1580606325696006,2.3366170191616,1.5298900048239361,2.6871427216315382,climbing
4.1053053640720005,-9.298197275999998,0.5127150190359999,10.7333295067229,3.096942176098035,3.4182006790780384,2.462904175500609,3.957631871980921,2.172995825954367,2.3290664027839996,1.8061671489148499,2.739182924705717,climbing
2.7335618142880023,-5.65535181878,3.8235799574800007,10.999314186864646,4.3877538198258295,6.007086128239115,5.3578767471207955,4.106800710458178,3.087206675769599,5.134150679815199,4.484922558456963,3.041407603422293,climbing
-2.2138701136040004,-3.274186710016,6.021218618543996,10.832988742054296,4.0457450716991294,6.023036644219348,5.619826807077413,4.299705217239468,3.0658976021344624,5.166886761026302,4.733749852979072,2.849277671685618,climbing
-3.2288200187600014,-10.344839615999998,-0.4190966852480001,11.727043435612098,3.2832466278645187,3.399411716706354,3.6827577758294177,3.988927862034324,2.5963489147904,2.6219691572799984,2.497810954000254,3.17992579107763,climbing
-2.7102445622239992,-10.335268751199997,-0.6439431741199999,11.634434790484278,3.56411855329642,3.304776816999823,3.410281463125706,3.7932629128383724,2.6644316400517134,2.39514538304,2.27325744563552,2.8843821977717417,climbing
-2.279536977972002,-10.200956296799998,-0.329189510308,11.380115008165268,3.6794928656847667,4.008660644401541,2.9092606253028293,4.224698408135519,2.5579559112615695,3.145319822195201,1.9480396614372153,3.2923914485365717,climbing
4.123406060168,-5.9160915989679985,1.366599853692,11.583505839163482,6.519876843505202,5.215241105186831,6.6303218713691505,5.7479376542833,4.67350690690963,4.148606251448511,4.922995386587329,4.058872395545443,climbing
6.263965771719996,-8.461701844799995,-0.22227606035999992,11.41050976664903,3.962921151159453,2.8746458745485652,3.164924174652162,3.8203214405525614,3.048411101460159,2.0791843600256,2.246439516714559,2.91176486075981,climbing
6.039647763103999,-8.242095412800005,-0.1321006476792001,10.767979013739097,3.767128198760263,2.8654579652246275,2.367154050044193,4.054233354430763,2.741842328631296,2.077486808736,1.7238643141894712,2.921946494677017,climbing
5.985165516397997,-8.5727249656,-0.22782104486999982,11.165693661279658,3.9709596846878057,3.0429822495341767,2.768852589447965,4.1624920022515495,2.8248000154450232,2.2428876719232003,1.9956889531237607,2.9911709638763306,climbing
5.318772959127998,-8.796094810399993,0.07327374048399997,11.150328335339589,4.290182653026751,3.6255518953738397,2.7712614812994354,4.526743375337656,3.1696518095673607,2.566237180780797,1.882403818644768,3.1450148269632314,climbing
5.4897383354,-8.803535700920003,-0.13469677323760004,11.235050438782404,4.535505585688993,3.4343883328534273,2.982740708908685,4.755970529778931,3.1021676922464017,2.4954100479756787,2.065924562814202,3.372201771117865,climbing
2.1933690819800002,-0.6243934898199996,6.465684972387993,10.797739570335604,5.098118799512343,5.10552775085949,5.864027741979126,4.071759874249815,3.304797410444481,4.393301094448159,4.379122873164257,2.8620954883399046,climbing
0.7211127901200004,-9.87021197729999,0.22485339153999986,11.347092613302754,3.958941445136572,4.501289715134896,4.33800180785162,4.885147785604645,2.891600807260163,3.245748600157601,2.991280668502721,3.479865407008194,climbing
1.8875104918480008,-9.714856773200001,0.3631229936800003,10.563168650900622,3.324482578013825,4.4811530968855084,2.6018206178911316,4.933619890867719,2.1832668162346245,3.1123817668415996,1.841791145322881,3.3350816307623723,climbing
1.6251824325120008,-9.643030940560003,0.6905343596079999,10.78264078525573,4.006856209176666,5.022521888442311,3.053505921847685,5.510382878361766,2.8380923056908793,3.2768139111603207,2.131950604868865,3.6038854849050797,climbing
1.718959106083999,-9.794420832180002,0.8231738841471994,11.159193792119762,4.686791399012659,5.485387743739106,3.2967478283304597,6.1529902129217575,3.088219366430145,3.5155098463667196,2.031869875202893,3.97635869994726,climbing
1.4079088689640002,-5.470871590159997,3.596731625028001,10.91600100332135,4.382783789669477,7.218590552259189,4.654736783803234,4.286610326699949,2.9271973761394228,6.200972059571839,3.872533908578272,3.285274168309365,climbing
5.558939886837996,-8.074472336675996,-0.6421422771719995,11.208812797275066,4.520028997717979,4.151535999435896,3.023155432820335,4.190726410772964,3.296321496929599,2.9985248860976323,2.1197847646365124,3.115448712761891,climbing
4.884397405599999,-8.9623673552,0.11710700055800004,10.708575685607558,2.6838584599708253,2.7894867985749094,2.499834554152102,3.2730583116739864,1.9954310476928003,2.020235857632,1.8239401930730714,2.373467305323808,climbing
4.590955433599996,-9.07096845439999,0.4020736090199999,10.697390219798255,3.0490228954499354,2.984687543294881,2.494597605515206,3.67027734659572,2.1759891467071983,2.079054843398399,1.8076237153940804,2.5052385446878187,climbing
4.880672669520002,-8.970459765999994,0.22277599725000014,10.563935239783738,2.9726872810833918,2.873611675017531,1.8131293056688704,3.6188150834235207,2.2140690499539195,2.0885898781759997,1.4335155213320003,2.497080079796101,climbing
5.074879890264001,-8.829431463199995,0.07461388999840007,10.693123574671684,3.109041834412003,3.0988316532379954,2.1555330386049176,3.6398483257861356,2.1100199672435833,2.216922218739198,1.535150501801715,2.6165249934110153,climbing
2.587888855419998,-4.723394663948001,4.553438349712,10.745797373302878,4.189882390590112,5.787879875652279,5.535675929483275,3.9627846952304684,2.7762193435772784,5.127157556182498,4.809239326278783,2.843514613245036,climbing
2.1075748887079992,-4.8173483158976005,3.2810367490919976,10.610459204543153,4.106689286411818,6.523781409120809,5.704603198475671,4.183459046252552,3.010466963691588,5.595841162174207,4.945056183257152,3.022697353063688,climbing
1.456592589680001,-9.751095927352003,0.41223230714800013,11.162099022594582,3.8485924913452516,6.041425317396811,3.7471043672207864,6.16644019256381,2.9086844196467188,3.9254816439985274,2.504204182416769,4.096003462856016,climbing
1.8909775375452003,-9.68645200932,0.42403148910400024,11.240849440432662,3.769426637891529,5.574624220588469,3.839589971741352,5.580157834655633,2.689997222859141,3.4773831030527997,2.6003430237820138,3.624406435203343,climbing
1.94635058472,-9.658181724861603,0.43705548315999965,11.249391835064353,4.011821173766889,6.55842441507825,3.580210095177371,6.520649756408739,2.881365635102079,4.078956541931759,2.464727557054401,4.1090188898048,climbing
2.0612908979279987,-9.7981180555,0.7926621078959999,11.159560449551075,4.046787411070541,5.905421015193265,3.5921492086208477,6.356381146382124,2.5944939703581436,3.7629828893840007,2.248688993067967,4.078838470096434,climbing
3.917066047924,-6.047744346575996,1.6996618603640012,11.362854184363439,6.29840530760361,5.851661896876289,4.5010771051067255,4.423363333134269,5.101203171294017,4.687752547243137,3.2940398827284163,3.305856886718574,climbing
1.9038104845731998,-9.641537370675994,-0.2541788278440003,11.253547335928696,3.9901821508217434,5.4326233680767455,4.324026487188884,5.832470661621237,2.8325926722224124,3.7357279837359343,3.0183490331317766,4.217943844471826,climbing
1.5812250345800003,-9.715891367799994,0.2248721841664,10.815688219507066,3.349198831968644,5.5742250043248545,3.2286524951256803,5.709916549222266,2.3658801207097593,3.5662316012576007,2.2429365956736502,3.650788418067717,climbing
1.6330354621143999,-9.933380243239998,0.17359778302239998,11.744031367755811,4.786104123513889,6.233992197783532,5.00944597972431,7.082648612732992,3.2473804840177327,4.014773825732477,3.149975140719092,4.661326837490998,climbing
0.9193143872919998,-10.119170529300002,0.5228069549623998,11.751055401623619,4.768324660252274,5.827614626046205,4.701127054811095,6.63992039292598,3.3678180714597135,3.6816773549344006,2.877694037044215,4.196377859720211,climbing
-1.704914130563999,-7.199192086640003,2.892485902336002,11.88372271525834,5.992479343509812,6.898714940537943,5.0087074650456564,5.491283535763353,4.312632268814046,5.3919766629631996,3.741320202224639,4.138259785204014,climbing
-1.4471480749480001,-10.41529052363999,0.03844195307600004,11.365302498260773,2.9196294126578746,4.487268102918211,3.1391035723561007,4.45454713232031,2.3272142122536628,3.4766053374947194,2.193018650402079,3.550569960364554,climbing
-3.5895480999080003,-7.10786012232,2.858207030572001,11.012239425286545,4.407221197833167,4.770257358144188,4.540068154092597,3.5913871552343437,3.4493187552787523,4.011469292787199,3.576055295318336,2.7835901378341443,climbing
-2.5039125956000006,-10.0851592792,-0.6505339975600003,11.233548449478786,3.297384842882984,3.454262154876422,3.32938492606039,4.003577667068688,2.492828591952001,2.547124023603201,2.1386087068224007,3.021089430906195,climbing
-2.312486140564001,-9.937353576399996,-0.5174771129719999,10.864603694319774,3.1464167794409708,2.9806927003263155,2.5683709944552313,3.4136259092696513,2.3263845126889287,2.2336618195456004,1.8717376139989124,2.5173656976100913,climbing
-2.4772387660800006,-10.18965927,-0.5956167035200005,11.253084454901716,3.0629068889272264,3.416995677310765,3.5564957772577817,4.162827233389376,2.3291463683481615,2.581154067600001,1.9606195526726415,3.123868691679896,climbing
-2.4912028911200017,-10.173655333600003,-0.49001922914800017,11.196623727634657,3.20198615551885,3.1204850434461306,2.912553864115003,3.605037535127692,2.409472460382721,2.2724230131136,1.9233613997388181,2.708713667664071,climbing
-1.5234039331599993,-9.926684090400006,-0.357746524932,10.7424694597765,3.069130925566174,2.732974999233084,2.509508672497639,2.9522223633325178,2.3311634260316807,1.9157331920640002,1.5999187741156162,2.0771225069572496,climbing
-3.6847902253639995,-6.182270271679999,3.4586874356399995,11.138734847192703,4.75467675335993,5.606372945857485,4.744162280387663,3.999060143165977,3.835867094862208,4.417675151251203,3.959411350347521,2.925494813366655,climbing
-1.4833929450639984,-9.940805768799995,-0.14576647730399997,10.924908917668008,3.0945194943751524,3.5740496962295167,3.326159321000949,3.876514091819759,2.4385888225308787,2.726593861952,2.25718063461952,3.041960007980872,climbing
3.195348073252001,-7.526391370852002,1.4495449844560013,11.069664587773188,5.288177693605784,4.553634399343254,4.818866284917564,4.25760803314486,3.783741646998401,3.3022474001148168,3.697590825040384,3.1542499429922692,climbing
