1572437585098,-2.628189,2.3732147,8.021835
1572437585117,-1.3337097,2.5693512,9.31633
1572437585307,-3.2165833,1.8436432,9.845871
1572437585307,-2.8635406,1.6867371,9.532059
1572437585325,-2.8635406,1.8436432,8.433716
1572437585346,-3.0989075,2.0005493,8.669083
1572437585365,-2.5497284,2.07901,9.532059
1572437585385,-1.6082916,2.0397797,9.688965
1572437585405,-1.647522,1.8436432,10.159683
1572437585425,-1.7259674,2.902771,11.375717
1572437585448,-0.7060852,2.5889587,11.061905
1572437585464,0.39227295,1.2160187,8.904434
1572437585486,-0.66685486,1.1768036,7.178467
1572437585504,-1.1768036,1.6867371,7.649185
1572437585524,-0.3530426,1.8828735,9.218246
1572437585544,-0.07846069,1.4513855,10.865768
1572437585566,0.23536682,2.1182404,10.159683
1572437585584,0.50994873,1.8828735,9.492844
1572437585604,0.47071838,2.3143768,8.865219
1572437585624,-0.47071838,3.0204468,8.943665
1572437585644,-0.47071838,2.9812164,9.218246
1572437585664,-0.2745819,2.5889587,9.963562
1572437585683,-0.039230347,2.5889587,10.002777
1572437585703,-0.39227295,2.471283,9.806656
1572437585724,-0.039230347,2.5889587,9.414383
1572437585744,0.31381226,2.7066345,9.414383
1572437585763,0.7453003,3.0204468,8.237579
1572437585784,0.86299133,2.8243103,8.198364
1572437585803,1.2160187,2.3143768,9.64975
1572437585823,2.5497284,2.5889587,9.571289
1572437585844,2.9812164,3.2950287,8.002228
1572437585865,2.3143768,4.001114,6.943115
1572437585886,1.9613342,2.3928223,6.0408936
1572437585938,3.177353,2.3143768,4.707199
1572437585938,5.0602264,2.628189,5.138687
1572437585949,5.2955933,2.7850952,7.2961426
1572437585966,2.3928223,1.255249,8.080673
1572437585985,0.7453003,0.039230347,6.2762604
1572437586002,-3.726532,0.7453003,-1.5298309
1572437586021,1.3729248,-3.8442078,3.3734894
1572437586041,2.0397797,-3.177353,5.099457
1572437586063,2.7850952,-2.9420013,4.1972504
1572437586087,0.94143677,-6.511612,-0.9022064
1572437586101,2.8243103,-9.571289,-6.23703
1572437586126,1.8044281,-12.277924,-2.471283
1572437586141,-2.3928223,-15.376831,6.472397
1572437586161,-8.433716,-16.279037,16.945892
1572437586181,-12.43483,-14.5923,22.516068
1572437586202,-15.88678,-11.571854,21.653091
1572437586221,-16.985123,-9.257477,22.08458
1572437586240,-21.888443,-7.060791,21.456955
1572437586262,-22.04535,-6.2762604,21.064682
1572437586280,-16.475174,-0.6276245,20.672424
1572437586300,-14.082352,1.9613342,22.280716
1572437586323,-14.043121,0.15690613,15.88678
1572437586340,-13.258591,-0.6276245,9.414383
1572437586359,-10.904999,-0.039230347,3.8049774
1572437586379,-8.943665,0.50994873,-2.1182404
1572437586400,-2.3143768,0.039230347,-5.923218
1572437586419,-2.3928223,-4.981781,-0.94143677
1572437586440,-5.3348236,-7.217697,0.94143677
1572437586461,-5.7270813,-5.3740387,1.0983429
1572437586481,-5.2171326,-2.0397797,-0.43148804
1572437586500,-7.335373,-0.31381226,-2.1966858
1572437586521,-10.042007,0.31381226,-1.9613342
1572437586540,-10.39505,0.86299133,-1.0591125
1572437586560,-8.904434,0.47071838,-0.823761
1572437586579,-7.5707397,0.15690613,-1.3729248
1572437586600,-7.766861,-1.0983429,-0.43148804
1572437586618,-4.864105,-2.628189,1.1768036
1572437586640,-2.7458649,-3.6873016,1.0591125
1572437586660,-2.07901,-5.138687,0.823761
1572437586679,-8.041458,-8.394485,1.0198975
1572437586698,-12.317154,-9.924332,2.9812164
1572437586719,-10.865768,-9.688965,4.7856445
1572437586742,-5.6094055,-8.747528,6.7077484
1572437586761,-4.432602,-11.258041,7.8060913
1572437586781,-5.530945,-9.924332,3.4519348
1572437586799,-7.4138336,-9.845871,0.94143677
1572437586822,-3.765747,-8.590622,0.58839417
1572437586841,-1.9613342,-9.728195,0.15690613
1572437586858,-6.511612,-10.002777,-0.66685486
1572437586878,-7.6884155,-9.532059,-0.50994873
1572437586898,-6.4331665,-9.179031,0.31381226
1572437586917,-5.4524994,-8.629852,0.07846069
1572437586937,-4.3541565,-7.5707397,-1.1768036
1572437586959,-0.7453003,-7.649185,-0.23536682
1572437586979,1.2944794,-7.217697,0.5491791
1572437586997,0.0,-6.1585693,0.9022064
1572437587017,-0.50994873,-6.903885,0.9022064
1572437587036,-0.039230347,-8.041458,0.2745819
1572437587057,1.8044281,-10.238144,0.0
1572437587077,2.07901,-11.454163,0.7453003
1572437587098,1.2160187,-12.121017,0.6276245
1572437587116,-0.6276245,-11.924881,-0.07846069
1572437587139,-1.255249,-11.297256,0.15690613
1572437587156,-1.0591125,-12.630966,0.39227295
1572437587177,0.23536682,-15.494507,1.647522
1572437587195,2.8243103,-17.41661,2.7066345
1572437587216,2.7458649,-14.827652,1.9613342
1572437587237,1.5690613,-10.551956,2.0005493
1572437587256,0.94143677,-8.237579,1.4906158
1572437587276,1.2160187,-6.9823303,0.0
1572437587296,2.7066345,-6.9823303,-1.8828735
1572437587318,3.0596771,-7.6884155,-2.0397797
1572437587335,2.1966858,-8.237579,-1.6082916
1572437587355,1.6082916,-9.139801,-1.255249
1572437587379,-0.43148804,-9.375153,12.356384
1572437587394,1.4121552,-9.414383,6.472397
1572437587416,3.0989075,-10.748093,-2.471283
1572437587434,-1.0983429,-8.865219,-9.022125
1572437587455,-2.8635406,-6.001663,-7.3746033
1572437587477,-4.9425507,-2.2751465,6.1977997
1572437587494,-1.7651978,-2.7458649,2.1182404
1572437587515,-4.589508,-6.668518,7.2961426
1572437587535,-5.8839874,-8.433716,0.7060852
1572437587556,-4.550293,-8.747528,0.7453003
1572437587574,-3.4911652,-8.825989,0.039230347
1572437587595,-3.1381226,-9.492844,-0.823761
1572437587614,-5.805542,-11.101135,-0.66685486
1572437587635,-8.433716,-13.846985,-0.823761
1572437587654,-8.708313,-16.828217,-0.94143677
1572437587673,-6.472397,-17.730423,-0.50994873
1572437587695,-3.2950287,-18.044235,0.39227295
1572437587714,-2.1182404,-18.279602,1.1768036
1572437587735,-2.1966858,-18.67186,0.9806671
1572437587755,-2.7850952,-19.927109,0.9806671
1572437587773,-2.902771,-22.359161,0.23536682
1572437587792,-3.334259,-25.183487,-1.3337097
1572437587813,-5.3740387,-26.713318,-3.883438
1572437587834,-5.3740387,-21.417725,-3.8049774
1572437587854,-3.608841,-15.102249,-2.5497284
1572437587874,-1.7651978,-9.688965,-1.4121552
1572437587892,-0.66685486,-4.4718323,3.2558136
1572437587912,-4.1972504,-1.2944794,13.4939575
1572437587932,-5.099457,-2.8243103,10.904999
1572437587952,-3.6873016,-4.1972504,5.2955933
1572437587974,-0.9022064,-3.177353,2.1182404
1572437587994,-0.5491791,-1.4121552,-0.43148804
1572437588013,-0.5491791,-0.39227295,-1.255249
1572437588033,-0.5491791,0.15690613,-1.3729248
1572437588052,-0.66685486,0.43148804,-1.0198975
1572437588073,-0.58839417,0.43148804,-0.66685486
1572437588091,-0.43148804,0.43148804,-0.3530426
1572437588111,-0.31381226,0.39227295,-0.3530426
1572437588131,0.039230347,0.3530426,-0.47071838
1572437588151,0.3530426,0.15690613,-0.86299133
1572437588173,0.823761,0.23536682,-0.94143677
1572437588194,1.1375732,0.2745819,-0.86299133
1572437588210,0.86299133,0.23536682,-0.6276245
1572437588234,0.5491791,0.07846069,-0.47071838
1572437588255,0.6276245,0.0,-0.07846069
1572437588273,0.58839417,-0.07846069,0.15690613
1572437588290,0.47071838,-0.31381226,0.3530426
1572437588313,-5.844757,-7.060791,23.182922
1572437588331,-5.923218,-6.8646545,6.943115
1572437588350,-7.649185,-8.159134,-0.6276245
1572437588370,-16.788986,-44.0907,-11.924881
1572437588393,-18.279602,-40.128815,-3.1381226
1572437588410,-9.64975,-24.006683,13.062454
1572437588432,-5.2955933,-21.025452,4.746414
1572437588452,-2.2751465,-23.889008,-2.628189
1572437588471,-1.4513855,-28.478516,-6.1585693
1572437588490,1.1375732,-26.28183,-5.844757
1572437588513,2.9812164,-26.164139,-3.1381226
1572437588530,-1.1768036,-28.753098,1.5690613
1572437588549,-5.7663116,-27.497849,-0.23536682
1572437588569,-7.1392365,-21.888443,-3.0204468
1572437588589,-5.2955933,-15.102249,-3.0204468
1572437588608,-3.2558136,-9.414383,-1.6867371
1572437588628,-0.86299133,-4.314926,-4.15802
1572437588648,-6.1585693,-3.2165833,8.5121765
1572437588671,-8.825989,-4.9033203,12.199478
1572437588690,-5.844757,-3.4127197,11.179581
1572437589140,-3.177353,-2.1182404,5.923218
1572437589140,-1.9221039,-1.1375732,2.0005493
1572437589140,-1.255249,-0.7453003,0.0
1572437589140,-0.823761,-0.11767578,-1.0591125
1572437589140,-0.39227295,0.31381226,-3.2165833
1572437589140,0.9022064,0.15690613,-4.824875
1572437589142,1.647522,0.3530426,-4.550293
1572437589142,1.4906158,0.50994873,-4.275696
1572437589142,1.0983429,0.6276245,-2.9812164
1572437589142,0.9022064,0.66685486,-1.7259674
1572437589142,0.66685486,0.5491791,-0.7453003
1572437589142,0.6276245,0.39227295,-0.31381226
1572437589142,0.58839417,0.31381226,-0.23536682
1572437589142,0.5491791,0.31381226,-0.39227295
1572437589142,0.47071838,0.31381226,-0.47071838
1572437589142,0.47071838,0.31381226,-0.7453003
1572437589144,0.11767578,0.2745819,-0.58839417
1572437589144,-7.178467,-1.647522,16.279037
1572437589144,-5.256363,-10.865768,10.865768
1572437589144,-3.0204468,-7.6884155,1.1768036
